Time (seconds),CO conc (ppm),Ethylene conc (ppm),Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16
1350.0,333.33,0.0,2472.09,4401.24,3813.26,4366.22,2400.6,2870.79,4462.94,4711.59,341.0,465.71,3845.63,3388.83,1211.27,1226.22,4100.48,3740.36
1400.0,0.0,0.0,2805.07,5229.41,3927.55,4509.04,2464.75,2933.65,4532.04,4787.72,409.32,584.34,4004.06,3514.29,1214.75,1273.39,4209.07,3804.26
1450.0,0.0,0.0,2029.13,3804.57,2398.85,2761.18,1693.5,2077.85,2561.59,2730.25,338.04,466.25,2514.51,2101.63,973.78,996.37,2481.72,2081.65
1500.0,533.33,0.0,1562.78,2345.28,1858.49,2122.41,1479.18,1895.91,2052.02,2191.69,275.62,356.86,2000.0,1656.67,904.64,917.43,2052.97,1659.99
1550.0,533.33,0.0,2928.48,5027.88,4332.7,4959.46,2682.69,3153.78,5079.15,5400.81,417.8,573.6,4452.05,3925.97,1290.38,1326.39,4737.35,4330.7
1600.0,0.0,0.0,3392.92,6193.56,4471.11,5112.16,2684.26,3139.72,5198.52,5508.89,506.69,732.63,4646.71,4073.02,1290.59,1340.4,4909.73,4471.79
1650.0,0.0,0.0,2353.47,4294.36,2549.79,2943.18,1736.39,2123.6,2675.36,2841.2,411.27,575.42,2719.18,2238.07,985.55,1014.31,2577.53,2179.36
1700.0,0.0,0.0,1593.11,2416.64,1884.41,2148.29,1479.61,1893.61,2074.05,2231.73,294.04,414.97,2030.78,1665.31,898.83,925.77,2039.27,1664.42
1750.0,0.0,0.0,1391.7,1998.13,1686.61,1939.14,1425.17,1844.77,1887.85,2012.9,270.81,339.08,1834.73,1527.2,890.91,898.83,1890.16,1527.64
1800.0,0.0,16.67,1291.83,1843.63,1587.86,1799.05,1371.67,1800.18,1780.72,1897.98,246.49,321.89,1749.86,1427.93,859.15,876.07,1796.56,1435.8
1850.0,0.0,16.67,1515.11,2102.83,5652.31,6069.89,2503.31,2840.66,7482.36,7738.26,260.69,319.46,5396.57,4560.28,1168.27,1237.72,6692.02,5332.78
1900.0,0.0,0.0,2038.8,2840.93,7170.64,7708.6,2723.39,2980.37,8567.54,8927.91,260.52,374.17,6985.98,5659.09,1228.28,1324.93,8029.76,6131.49
1950.0,0.0,0.0,1749.63,2532.38,3536.62,3896.37,1723.62,2043.28,3639.39,3817.61,273.56,358.08,3819.47,2975.16,983.39,1029.73,3854.38,2848.45
2000.0,0.0,10.0,1406.08,2052.97,2293.66,2547.74,1460.98,1848.42,2439.51,2600.75,259.66,319.81,2519.36,1994.14,896.13,940.17,2632.1,1953.54
2050.0,0.0,10.0,1439.42,2097.35,4488.17,4814.1,2122.41,2477.41,5682.27,5917.92,247.51,306.65,4452.39,3680.69,1057.12,1131.64,5333.55,4152.44
2100.0,0.0,0.0,1713.12,2461.72,5515.15,5953.47,2302.52,2594.29,6604.06,6852.73,263.09,330.56,5492.07,4435.41,1108.1,1191.05,6255.69,4780.96
2150.0,0.0,0.0,1561.69,2302.52,3195.59,3517.26,1632.62,1975.91,3390.0,3560.22,251.28,313.22,3431.86,2690.28,946.41,973.19,3560.22,2646.66
2200.0,0.0,6.67,1347.1,2019.01,2235.88,2473.1,1432.19,1839.98,2417.39,2563.65,247.69,294.04,2436.49,1940.99,872.22,901.54,2621.72,1935.2
2250.0,0.0,6.67,1303.47,1979.88,2918.42,3137.47,1706.65,2097.58,3677.04,3884.12,248.54,290.08,3012.26,2514.77,963.79,997.55,3606.47,2811.74
2300.0,0.0,0.0,1460.33,2165.85,4132.59,4476.57,1975.91,2291.69,5015.03,5229.03,252.64,294.39,4233.42,3422.47,1024.98,1081.85,4843.81,3720.1
2350.0,0.0,0.0,1415.19,2112.37,2837.17,3138.03,1563.22,1907.67,3111.12,3278.01,252.82,303.54,3045.42,2404.6,926.36,955.39,3269.12,2418.9
2400.0,200.0,0.0,1281.05,1943.78,2148.05,2359.69,1399.94,1806.53,2382.35,2504.07,246.32,294.73,2346.03,1849.11,854.55,904.64,2560.05,1875.91
2450.0,200.0,0.0,2176.22,3644.54,3435.68,3931.34,2160.32,2561.85,4067.54,4258.53,345.18,420.62,3450.38,2995.75,1120.36,1138.71,3669.13,3340.57
2500.0,0.0,0.0,2455.91,4363.87,3452.74,3933.55,2149.26,2586.55,4066.26,4236.72,403.33,504.18,3481.08,2998.22,1105.29,1156.1,3680.39,3351.88
2550.0,0.0,0.0,1900.29,3419.83,2328.19,2661.51,1596.17,1983.85,2581.14,2705.24,361.23,452.36,2454.9,2028.43,913.16,956.17,2479.69,2073.81
2600.0,333.33,0.0,1443.9,2293.41,1905.36,2184.43,1441.13,1838.38,2145.41,2285.3,311.32,362.1,2038.33,1698.18,870.3,891.88,2145.89,1728.1
2650.0,333.33,0.0,2502.03,4396.51,3868.14,4431.34,2347.76,2800.8,4571.33,4829.12,448.98,539.86,3948.74,3421.88,1168.47,1216.59,4167.45,3807.36
2700.0,0.0,0.0,2887.53,5349.26,4006.29,4518.3,2368.39,2814.68,4638.68,4882.28,549.99,676.12,4032.84,3508.34,1196.36,1239.57,4240.68,3923.76
2750.0,0.0,0.0,2141.33,3904.54,2432.72,2799.47,1647.61,2018.78,2635.22,2788.01,466.07,554.52,2541.59,2111.18,964.18,985.55,2527.53,2132.94
2800.0,533.33,0.0,1511.22,2369.39,1870.4,2146.85,1453.5,1838.15,2081.88,2223.95,365.95,437.8,2027.72,1672.84,896.9,908.32,2092.11,1701.74
2850.0,533.33,0.0,2877.8,5135.99,4407.99,5017.6,2555.43,3000.97,5287.38,5551.28,567.96,680.76,4508.36,3933.87,1249.24,1297.03,4863.92,4473.5
2900.0,0.0,0.0,3412.21,6325.23,4532.38,5194.38,2590.16,3020.81,5298.8,5622.06,696.94,857.81,4685.21,4082.05,1268.02,1317.21,4959.82,4561.66
2950.0,0.0,0.0,2398.85,4392.47,2570.33,2981.2,1688.61,2053.68,2725.24,2914.89,550.72,670.56,2711.02,2217.87,959.1,1018.85,2629.24,2229.79
3000.0,240.0,0.0,1567.79,2450.1,1919.91,2180.33,1439.64,1828.12,2088.78,2225.65,402.45,494.67,2061.25,1658.89,866.26,914.13,2094.96,1681.72
3050.0,240.0,0.0,2412.62,4065.93,3481.37,3976.34,2159.11,2588.87,4068.83,4304.01,508.31,611.03,3596.83,3059.28,1111.31,1171.32,3728.08,3407.24
3100.0,240.0,0.0,2670.39,4686.97,3522.02,4050.17,2182.5,2606.18,4119.59,4337.39,588.17,689.12,3638.18,3129.05,1134.27,1172.33,3771.46,3476.34
3150.0,0.0,0.0,2148.78,3733.6,2405.1,2763.57,1618.32,2004.45,2618.87,2754.3,491.27,601.51,2544.15,2083.07,924.61,975.54,2489.33,2124.8
3200.0,0.0,0.0,1488.62,2261.03,1802.22,2071.68,1430.27,1794.52,1999.53,2138.69,401.22,474.1,1941.46,1594.86,874.14,893.42,1980.81,1615.24
3250.0,520.0,0.0,2589.91,4422.87,4283.06,4879.76,2473.35,2919.78,5129.28,5429.82,566.5,679.46,4387.07,3821.96,1226.43,1274.84,4739.11,4391.79
3300.0,520.0,0.0,3292.66,5980.44,4450.01,5089.15,2526.76,2969.41,5193.25,5535.55,733.19,892.84,4617.43,4009.8,1250.69,1296.82,4878.31,4489.54
3350.0,520.0,0.0,3443.32,6288.87,4483.39,5131.89,2554.92,2954.92,5204.53,5567.04,802.45,969.08,4675.74,4063.04,1251.1,1299.73,4903.58,4506.65
3400.0,0.0,0.0,3495.29,6343.03,4511.44,5175.62,2560.82,2958.47,5212.82,5566.25,846.69,1017.27,4697.16,4083.02,1252.54,1303.47,4911.54,4516.59
3450.0,0.0,0.0,2184.19,3826.32,2339.58,2705.5,1585.68,1940.99,2469.81,2652.39,586.71,714.29,2502.54,2036.67,926.36,958.12,2414.63,2037.38
3500.0,506.67,0.0,1511.65,2263.72,1838.38,2104.73,1427.51,1824.71,2028.43,2180.57,449.33,548.54,1992.74,1605.81,872.22,918.59,2018.78,1660.66
3550.0,506.67,0.0,3000.97,5222.24,4320.34,4960.19,2453.13,2878.34,5070.64,5386.16,705.7,872.8,4513.5,3899.82,1229.1,1289.34,4717.23,4374.62
3600.0,506.67,0.0,3335.94,6005.42,4420.17,5079.15,2492.88,2906.48,5099.16,5476.46,809.86,1025.37,4664.53,3991.94,1230.74,1288.93,4844.16,4433.72
3650.0,0.0,0.0,2606.44,4615.7,2737.64,3169.29,1732.13,2075.0,2882.93,3088.49,692.84,844.78,2914.89,2359.93,982.21,1023.0,2750.06,2364.41
3700.0,0.0,0.0,1591.8,2435.23,1887.62,2168.02,1420.5,1805.62,2088.54,2192.17,483.39,604.26,2050.37,1661.98,860.11,894.0,2043.52,1687.27
3750.0,506.67,0.0,2047.53,3169.29,3872.83,4388.42,2326.21,2773.39,4800.9,5062.52,542.57,667.04,3965.54,3456.27,1152.86,1207.79,4375.29,4076.25
3800.0,506.67,0.0,3085.15,5430.6,4357.49,5010.99,2474.11,2886.99,5143.82,5465.94,776.49,953.82,4547.52,3926.29,1221.71,1298.89,4813.39,4450.01
3850.0,0.0,0.0,3280.02,5845.26,4089.48,4699.27,2292.43,2688.19,4610.13,4854.57,833.88,1060.51,4306.67,3646.06,1150.43,1220.07,4251.25,3895.42
3900.0,0.0,0.0,1902.59,3093.51,2117.39,2438.76,1484.97,1849.79,2267.88,2429.7,561.42,704.39,2274.25,1861.69,877.61,918.78,2215.93,1852.54
3950.0,253.33,0.0,1435.59,2088.3,1784.34,2039.27,1466.32,1900.06,2045.17,2200.89,446.31,562.51,1970.54,1614.15,894.39,949.33,2136.06,1793.84
4000.0,253.33,6.67,2417.14,4007.25,3522.91,4049.21,2140.13,2547.99,4152.44,4408.33,637.67,775.92,3643.93,3118.11,1110.11,1162.39,3787.53,3536.02
4050.0,333.33,6.67,2716.55,4683.81,4013.96,4560.28,2308.43,2715.49,4887.33,5136.36,696.19,872.6,4114.4,3550.95,1148.81,1226.22,4453.07,4116.35
4100.0,333.33,6.67,3064.28,5287.0,4876.15,5541.05,2532.89,2874.84,5906.8,6263.86,839.04,1022.21,4978.06,4222.88,1215.16,1297.65,5425.17,4820.53
4150.0,0.0,6.67,2497.46,4498.43,4283.39,4784.87,2099.49,2413.38,5120.34,5407.38,743.89,928.69,4420.5,3645.75,1077.06,1155.7,4907.92,3994.17
4200.0,0.0,6.67,1850.94,2569.3,4297.35,4721.81,1977.78,2253.93,5158.39,5409.7,567.23,711.11,4472.82,3614.91,1015.89,1105.89,5013.93,3906.12
4250.0,266.67,6.67,2638.33,-10.24,4742.3,5312.15,2434.98,2789.61,5776.09,6061.91,698.99,875.11,4790.21,4065.61,1180.67,1262.24,5316.73,4678.9
4300.0,266.67,6.67,3031.03,-5.69,4794.84,5456.99,2452.37,2808.81,5784.61,6107.8,808.34,1030.52,4960.19,4151.14,1186.16,1282.09,5356.16,4684.86
4350.0,0.0,6.67,2895.91,-9.27,4389.43,4933.28,2172.36,2482.48,5175.24,5466.72,807.39,1012.73,4584.47,3767.45,1101.67,1180.06,4906.11,4078.5
4400.0,0.0,6.67,1882.8,-11.87,4254.23,4699.27,1979.64,2234.9,5071.75,5349.26,611.77,768.18,4488.17,3593.82,1038.65,1111.91,4985.73,3861.88
4450.0,306.67,6.67,2388.85,1068.08,4772.43,5424.01,2457.93,2816.82,5877.2,6189.3,689.12,859.34,4924.58,4107.6,1188.61,1277.53,5395.02,4704.19
4500.0,306.67,6.67,3094.91,-3.74,4989.02,5610.55,2509.42,2849.26,6033.4,6358.26,861.84,1066.28,5177.49,4356.48,1202.07,1293.7,5589.16,4917.69
4550.0,240.0,6.67,3236.53,-0.16,4958.37,5600.64,2486.28,2811.48,5885.0,6238.07,939.98,1146.99,5164.75,4311.67,1212.91,1280.02,5472.95,4778.11
4600.0,240.0,6.67,3100.49,5.86,4830.91,5413.56,2418.14,2787.75,5829.75,6099.79,935.11,1140.32,5013.2,4189.38,1174.57,1281.47,5356.16,4686.27
4650.0,0.0,6.67,3095.47,-2.12,4806.6,5367.3,2391.34,2742.92,5798.81,6082.93,963.6,1154.28,4958.73,4155.7,1159.14,1279.6,5334.31,4655.09
4700.0,0.0,6.67,2047.77,3.91,4267.14,4639.03,1946.57,2241.73,5086.19,5335.85,731.32,900.77,4472.48,3614.91,1022.61,1103.28,4964.93,3896.37
4750.0,0.0,6.67,1658.89,2.44,4328.36,4686.97,1924.54,2237.58,5119.97,5358.46,635.83,773.28,4503.91,3597.43,1003.26,1105.69,5024.21,3869.39
4800.0,0.0,10.0,1578.47,3098.26,4311.67,4701.03,1917.37,2188.3,5111.79,5396.57,613.6,717.09,4482.03,3593.22,985.75,1091.85,5050.34,3886.94
4850.0,320.0,10.0,1627.77,-6.99,5298.8,5756.67,2164.17,2410.62,6363.06,6672.09,598.77,713.91,5438.35,4311.67,1049.37,1146.39,6105.69,4714.76
4900.0,320.0,10.0,3020.81,-11.54,5664.68,6344.77,2628.98,2963.39,6937.28,7255.52,969.67,1098.27,5786.63,4878.31,1230.12,1327.85,6366.54,5515.54
4950.0,320.0,11.67,3353.91,-8.62,5958.86,6609.89,2707.08,3036.28,7294.86,7637.94,1100.07,1271.53,6110.34,5106.96,1248.83,1346.05,6668.48,5802.88
5000.0,320.0,11.67,3495.29,-8.62,6066.53,6744.34,2725.77,3034.35,7361.33,7714.73,1192.28,1354.86,6223.07,5195.51,1250.48,1359.48,6779.55,5851.39
5050.0,320.0,0.0,3376.59,436.91,4603.19,5180.49,2375.37,2751.39,5273.7,5554.43,1150.23,1340.4,4857.09,4108.57,1186.57,1253.78,4940.91,4471.11
5100.0,320.0,0.0,3201.83,11.57,4225.19,4768.17,2267.15,2673.01,4886.25,5161.39,1101.07,1294.95,4477.59,3788.15,1148.01,1235.87,4556.83,4173.66
5150.0,320.0,8.33,3176.35,-9.27,4307.34,4867.51,2302.27,2702.88,5138.23,5451.16,1069.27,1284.16,4552.0,3866.26,1160.76,1234.02,4779.89,4347.77
5200.0,320.0,8.33,3328.71,2.77,5296.14,5931.54,2529.57,2869.71,6397.12,6758.5,1150.23,1339.77,5507.71,4626.13,1210.86,1295.57,5894.45,5167.37
5250.0,320.0,0.0,3296.4,16.3,4523.11,5111.42,2328.68,2718.92,5243.39,5477.63,1173.96,1360.74,4821.96,4061.43,1166.44,1249.66,4885.88,4419.49
5300.0,320.0,8.33,3205.8,9.78,4268.13,4753.98,2291.69,2682.95,4941.63,5191.75,1137.5,1319.5,4475.2,3835.66,1151.04,1224.38,4589.32,4235.73
5350.0,320.0,8.33,3244.23,29.87,5034.14,5599.06,2473.86,2839.59,6121.75,6469.64,1182.7,1352.76,5220.35,4416.44,1197.58,1280.43,5637.17,5004.03
5400.0,320.0,8.33,3359.72,9.78,5381.92,5977.12,2533.15,2886.45,6459.94,6817.67,1184.53,1403.96,5583.62,4698.21,1209.43,1293.91,5999.17,5234.32
5450.0,320.0,8.33,3380.66,8.8,5343.51,5907.21,2506.62,2869.98,6430.44,6765.36,1217.62,1444.54,5532.8,4671.54,1206.57,1313.25,6027.55,5243.39
5500.0,320.0,10.0,3391.16,13.53,5396.57,5982.52,2532.64,2893.75,6433.96,6776.8,1241.22,1477.03,5586.0,4707.71,1203.09,1324.72,5972.96,5226.39
5550.0,320.0,10.0,3420.71,17.77,5746.17,6324.8,2609.03,2924.13,6948.5,7301.68,1276.91,1496.79,5914.62,4970.76,1220.69,1335.17,6443.64,5579.67
5600.0,320.0,10.0,3436.85,25.62,5759.91,6341.73,2596.36,2930.11,6971.91,7281.73,1293.7,1512.3,5943.53,5007.33,1212.09,1323.88,6450.24,5568.23
5650.0,320.0,10.0,3450.97,18.59,5786.63,6375.7,2593.26,2944.27,6978.94,7309.48,1295.16,1545.62,5992.5,4997.07,1216.8,1349.61,6488.21,5597.87
5700.0,0.0,6.67,3498.25,9.61,5794.34,6370.03,2602.56,2927.66,6953.64,7255.03,1356.33,1544.97,5951.81,5012.09,1217.41,1341.23,6439.24,5585.21
5750.0,0.0,6.67,2199.67,36.26,4304.34,4693.29,1909.05,2197.25,5082.48,5335.08,915.49,1147.8,4591.05,3674.61,991.65,1104.68,5069.53,3938.61
5800.0,0.0,0.0,1650.93,15.32,4318.34,4678.9,1882.11,2159.35,5088.78,5364.99,766.67,943.09,4552.34,3647.57,1001.29,1069.27,5050.34,3891.02
5850.0,0.0,0.0,1416.89,23.33,2765.43,3056.23,1471.25,1821.98,3006.2,3166.75,652.43,826.62,3042.37,2387.35,885.9,951.09,3164.77,2390.34
5900.0,0.0,0.0,1277.95,7.98,2185.16,2423.67,1365.78,1731.68,2428.44,2570.59,585.44,752.54,2449.6,1938.21,820.9,896.13,2576.76,1974.97
5950.0,0.0,0.0,1202.28,8.63,1980.58,2189.27,1321.17,1694.62,2233.2,2373.38,563.6,697.87,2208.89,1759.3,811.57,876.26,2353.47,1797.69
6000.0,0.0,8.33,1156.51,18.92,1848.42,2041.16,1286.03,1676.61,2109.03,2234.9,513.35,665.19,2076.42,1676.61,804.16,859.15,2255.64,1729.44
6050.0,0.0,8.33,1219.05,19.9,3734.52,4024.84,1793.61,2119.54,4848.11,5059.93,508.85,687.82,3875.97,3207.79,943.87,1034.68,4703.84,3676.13
6100.0,0.0,0.0,1338.09,10.43,4675.74,5022.37,1916.68,2181.77,5572.57,5800.84,552.17,707.75,4852.78,3895.74,975.35,1070.07,5460.1,4166.8
6150.0,0.0,0.0,1241.42,5.37,2565.45,2816.02,1406.08,1743.79,2798.13,2943.73,520.37,664.82,2841.2,2230.27,834.83,910.25,3044.59,2232.22
6200.0,0.0,10.0,1150.84,7.98,2099.97,2303.26,1311.79,1681.05,2333.14,2487.3,469.46,629.57,2339.83,1851.39,811.76,872.6,2541.34,1890.62
6250.0,0.0,10.0,1301.8,779.89,5186.12,5524.95,2067.64,2347.02,6455.53,6701.1,500.05,683.92,5254.36,4233.42,1004.64,1129.02,6192.28,4779.89
6300.0,0.0,0.0,1440.7,57.46,5620.07,6018.35,2126.71,2362.42,6644.99,6990.68,536.24,737.32,5733.27,4576.17,1030.12,1136.29,6540.14,4976.96
6350.0,0.0,0.0,1318.04,45.95,3023.85,3285.19,1468.25,1786.15,3191.06,3364.37,513.17,701.04,3356.52,2596.62,858.0,923.06,3484.63,2548.51
6400.0,0.0,10.0,1194.72,43.65,2334.13,2540.57,1374.41,1717.59,2591.97,2749.27,479.99,650.4,2582.43,2044.46,823.19,894.58,2850.87,2103.78
6450.0,0.0,10.0,1375.46,45.45,5462.44,5824.85,2092.11,2350.74,6620.68,6892.11,512.09,706.63,5563.49,4450.35,1009.37,1135.48,6407.63,4914.43
6500.0,0.0,18.33,1569.97,49.73,7499.79,7987.0,2564.93,2734.47,9111.01,9462.13,573.23,775.36,7382.94,5952.23,1110.31,1252.95,8639.65,6610.34
6550.0,266.67,18.33,2817.62,49.23,7144.77,7823.16,2833.15,3110.84,8686.7,9089.04,925.39,1190.03,7178.81,5931.96,1222.74,1362.0,8031.34,6758.5
6600.0,266.67,0.0,3267.97,68.5,7067.61,7672.95,2768.88,3021.91,8291.16,8593.95,1181.89,1412.44,7121.36,5896.1,1227.87,1357.17,7633.38,6383.13
6650.0,266.67,0.0,2991.35,6909.32,4283.39,4840.94,2213.01,2575.99,4900.69,5233.94,1083.05,1324.51,4571.67,3837.84,1109.7,1204.73,4630.31,4155.7
6700.0,266.67,10.0,2974.34,5512.02,4069.48,4633.45,2162.96,2535.19,4693.29,4991.22,1054.73,1304.09,4348.77,3633.94,1092.46,1181.68,4422.87,4021.64
6750.0,266.67,10.0,3085.43,19.08,5322.46,5974.21,2479.43,2796.53,6606.3,6963.47,1140.73,1391.91,5535.16,4601.45,1170.71,1276.08,6138.27,5326.66
6800.0,266.67,0.0,3195.88,5.54,5241.5,5860.4,2388.85,2709.18,6030.47,6362.62,1214.95,1469.11,5513.58,4542.36,1150.03,1241.42,5667.47,4958.0
6850.0,266.67,0.0,3025.5,-1.14,4189.05,4698.92,2166.34,2577.79,4844.16,5091.0,1144.77,1378.83,4450.69,3767.76,1101.47,1183.31,4546.83,4138.76
6900.0,266.67,8.33,2993.0,-3.25,4049.21,4545.45,2142.77,2543.64,4728.87,4940.91,1131.24,1352.55,4312.0,3634.55,1084.85,1177.41,4389.43,4062.39
6950.0,266.67,8.33,3060.67,-8.78,4950.0,5509.28,2355.71,2707.61,6034.66,6318.29,1169.89,1419.23,5158.39,4346.43,1143.56,1246.77,5576.12,4928.2
7000.0,266.67,0.0,3140.0,-5.69,4920.23,5478.41,2309.66,2673.79,5695.49,5962.17,1230.53,1470.6,5185.37,4318.34,1134.67,1239.37,5337.38,4711.94
7050.0,266.67,0.0,3029.37,-3.74,4131.61,4608.75,2143.25,2544.41,4789.5,5053.29,1168.27,1386.85,4377.98,3719.49,1086.25,1181.68,4512.47,4113.76
7100.0,266.67,11.67,3032.41,-2.12,5103.62,5624.44,2403.35,2763.57,6376.14,6687.04,1184.94,1435.38,5286.62,4408.67,1133.26,1256.05,5836.68,5137.85
7150.0,266.67,11.67,3268.83,-8.46,5884.18,6498.83,2544.66,2854.09,7139.51,7496.8,1310.96,1535.43,6103.16,5067.32,1171.72,1295.16,6656.73,5701.11
7200.0,266.67,6.67,3241.66,-0.98,5180.87,5719.59,2388.1,2735.26,6124.29,6388.37,1332.66,1559.08,5446.89,4544.08,1135.48,1268.43,5753.85,5060.67
7250.0,266.67,6.67,3150.12,-7.64,4970.76,5517.11,2332.89,2680.33,5927.83,6267.74,1294.33,1508.42,5219.6,4387.07,1132.45,1231.35,5574.14,4893.82
7300.0,266.67,8.33,3150.4,0.0,5153.53,5698.3,2383.35,2733.94,6231.21,6539.69,1293.49,1523.96,5402.36,4490.57,1132.45,1260.58,5827.71,5118.85
7350.0,240.0,8.33,3176.35,9.61,5199.27,5788.66,2380.61,2708.92,6193.56,6519.24,1316.79,1548.44,5488.16,4537.88,1139.31,1259.14,5841.18,5042.23
7400.0,240.0,0.0,3064.84,-6.18,4462.94,4970.4,2203.31,2556.97,5119.23,5325.9,1273.39,1504.11,4748.31,3982.07,1092.25,1199.01,4826.97,4322.35
7450.0,240.0,6.67,2923.85,-0.98,4056.6,4508.7,2109.51,2509.16,4669.79,4912.98,1218.23,1409.89,4322.01,3635.15,1064.49,1167.46,4408.33,3998.95
7500.0,240.0,6.67,2932.29,21.53,4432.36,4947.09,2220.3,2582.94,5337.38,5652.31,1197.78,1398.46,4695.4,3943.99,1090.45,1201.05,5015.03,4449.67
